cve_ent,cve_mun,nomgeo,name,main_category,sub_category,sub_sub_category,business_category,naics_code,sic_code,parent_chain_path,chain_uuid_path,phone,address,address2,neighborhood,city,state,postal_code,country_code,country,latitude,longitude,data_quality_confidence_score,open_closed_status,open_closed_status_confidence_score,opened_on,closed_on,popularity_score,historical_popularity_scores,sentiment_score,historical_sentiment_scores,number_of_reviews,average_stars,website,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,sunday_open,sunday_close,place_attributes,validity_score,load_date,geometry_coords,chain_name_clean,chain_classification,classification_reason
15,33,Ecatepec de Morelos,Farmacia Bresal,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525542115632.0,"Av. Lázaro Cárdenas Mz. 7, Lt. 1",,"Colonia Sagitario, Sagitario III",Ecatepec de Morelos,Estado de México,55239,mx,Mexico,19.4975,-99.019,0.769270588235294,open,0.3,,,0.001,"{""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,"{""feature_quick_visit"":true}",0.683,2025-11-18,POINT (-99.01903152 19.4974778),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Domi,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Cerro del Encinal MZ 007,,"Colonia Sagitario, Sagitario III",Ecatepec de Morelos,Estado de México,55238,mx,Mexico,19.4963,-99.0195,0.7001999999999999,open,0.001,,,,,,,,,,,,,,,,,,,,,,,,"{""service_delivery"":true,""service_same_day_delivery"":true}",0.0,2025-11-18,POINT (-99.01951613 19.49628496),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Mia,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525565672949.0,Chapultepec,,Paseos de Ecatepec,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6248,-99.0546,0.7654782751705138,open,0.302,2016-06-29,,0.01,"{""2022-06"":0.1401,""2022-07"":0.0709,""2022-08"":0.0194,""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.7395999999999999,"{""2021-08"":0.64,""2021-09"":0.657,""2021-10"":0.674,""2021-11"":0.691,""2021-12"":0.708,""2022-01"":0.725,""2022-02"":0.742,""2022-03"":0.759,""2022-04"":0.776,""2022-05"":0.793,""2022-06"":0.81,""2022-07"":0.81,""2022-08"":0.81,""2022-09"":0.81,""2022-10"":0.81,""2022-11"":0.81,""2022-12"":0.81,""2023-01"":0.81,""2023-02"":0.81,""2023-03"":0.81,""2023-04"":0.7748,""2023-05"":0.7396,""2023-06"":0.7396,""2023-07"":0.7396,""2023-08"":0.7396,""2023-09"":0.7396,""2023-10"":0.7396,""2023-11"":0.7396,""2023-12"":0.7396,""2024-01"":0.7396,""2024-02"":0.7396,""2024-03"":0.7396,""2024-04"":0.7396,""2024-05"":0.7396,""2024-06"":0.7396,""2024-07"":0.7396,""2024-08"":0.7396,""2024-09"":0.7396,""2024-10"":0.7396,""2024-11"":0.7396,""2024-12"":0.7396,""2025-01"":0.7396,""2025-02"":0.7396,""2025-03"":0.7396,""2025-04"":0.7396,""2025-05"":0.7396,""2025-06"":0.7396,""2025-07"":0.7396}",3.0,4.3,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true}",0.699,2025-11-18,POINT (-99.05461903 19.62481776),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,FARMACIA LA FÉ,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,MZ 036,,"Manzana 036, Luis Donaldo Colosio",Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6296,-99.0586,0.7657058823529411,open,0.299,2024-05-01,,0.001,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.05863888 19.62964517),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Mathis,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Tormenta MZ 009,,Paseos de Ecatepec,Ecatepec de Morelos,Estado de México,55029,mx,Mexico,19.6276,-99.0499,0.7657999999999999,open,0.299,,,0.001,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""service_delivery"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.04991764 19.6276097),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,FARMACIA Jeliz,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,C. Halcones MZ 003,,"Manzana 003, San Francisco de Asis",Ecatepec de Morelos,Estado de México,55029,mx,Mexico,19.6299,-99.0561,0.7247058823529412,open,0.3,2024-08-30,,0.001,"{""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true}",0.3,2025-11-18,POINT (-99.05611512 19.62994741),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Emmanuel,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,"MZ 018, San Cristóbal",,Paseos de Ecatepec,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6226,-99.0518,0.7810061631391798,open,0.3,2023-03-20,,0.01,"{""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.005,""2025-05"":0.0111,""2025-06"":0.0111,""2025-07"":0.0012}",1.0,"{""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",3.0,5.0,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true}",0.541,2025-11-18,POINT (-99.05176011 19.62260281),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia y Papeleria Santa Barbara,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Emiliano Zapata 3,,Popular,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6343,-99.0617,0.7657058823529411,open,0.299,,,0.001,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.06171505 19.63433203),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Blancas y Consultorio Medico,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525590753661.0,"Cda. de Ehecatl MZ 4 LT 1-casa 8, San Cristóbal",,Paseos de Ecatepec,Ecatepec de Morelos,Estado de México,55029,mx,Mexico,19.6243,-99.0479,0.7844002807862387,open,0.304,2020-10-24,,0.118,"{""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0001,""2024-05"":0.0004,""2024-06"":0.0018,""2024-07"":0.004,""2024-08"":0.0071,""2024-09"":0.0111,""2024-10"":0.0158,""2024-11"":0.0213,""2024-12"":0.0275,""2025-01"":0.0344,""2025-02"":0.0275,""2025-03"":0.0111,""2025-04"":0.0012,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.5476000000000001,"{""2022-09"":0.64,""2022-10"":0.64,""2022-11"":0.64,""2022-12"":0.64,""2023-01"":0.64,""2023-02"":0.64,""2023-03"":0.64,""2023-04"":0.5938,""2023-05"":0.5476,""2023-06"":0.5476,""2023-07"":0.5476,""2023-08"":0.5476,""2023-09"":0.5476,""2023-10"":0.5476,""2023-11"":0.5476,""2023-12"":0.5476,""2024-01"":0.5476,""2024-02"":0.5476,""2024-03"":0.5476,""2024-04"":0.5476,""2024-05"":0.5476,""2024-06"":0.5476,""2024-07"":0.5476,""2024-08"":0.5476,""2024-09"":0.5476,""2024-10"":0.5476,""2024-11"":0.5476,""2024-12"":0.5476,""2025-01"":0.5476,""2025-02"":0.5476,""2025-03"":0.5476,""2025-04"":0.5476,""2025-05"":0.5476,""2025-06"":0.5476,""2025-07"":0.5476}",3.0,3.7,https://farmaciablancas.wixsite.com/websit,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,"{""feature_wi_fi"":true,""feature_quick_visit"":true,""service_delivery"":true,""payment_type_debit_card"":true,""lgbtq_friendly"":true,""payment_type_credit_card"":true,""accommodation_languages_spoken"":false,""feature_drive_through"":true,""service_in_store_pickup"":true,""feature_unisex_restroom"":true,""service_in_store_shopping"":true,""transgender_friendly"":true,""service_electronics_recycling"":true,""accommodation_wheelchair_accessible_seating"":true,""accommodation_wheelchair_accessible_restroom"":true}",0.965,2025-11-18,POINT (-99.04793532 19.6243363),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia y Consultorio Médico Fe Esperanza y Amor,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,"15, LT 185, 2 secc",,Abel Martínez Montáñez,Ecatepec de Morelos,Estado de México,55029,mx,Mexico,19.6345,-99.0541,0.795508165460592,open,0.299,2023-04-08,,0.03,"{""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0012,""2024-05"":0.0111,""2024-06"":0.0377,""2024-07"":0.0709,""2024-08"":0.1042,""2024-09"":0.1042,""2024-10"":0.0709,""2024-11"":0.0194,""2024-12"":0.0022,""2025-01"":0.0,""2025-02"":0.005,""2025-03"":0.005,""2025-04"":0.005,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.64,"{""2023-09"":0.64,""2023-10"":0.64,""2023-11"":0.64,""2023-12"":0.64,""2024-01"":0.64,""2024-02"":0.64,""2024-03"":0.64,""2024-04"":0.6898,""2024-05"":0.7396,""2024-06"":0.6856,""2024-07"":0.6316,""2024-08"":0.5776,""2024-09"":0.5776,""2024-10"":0.5776,""2024-11"":0.5776,""2024-12"":0.5776,""2025-01"":0.5776,""2025-02"":0.64,""2025-03"":0.64,""2025-04"":0.64,""2025-05"":0.64,""2025-06"":0.64,""2025-07"":0.64}",6.0,4.0,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.612,2025-11-18,POINT (-99.05405267 19.63451666),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Valentina,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Chapultepec MZ 009,,"Manzana 009, Guadalupe Victoria",Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6208,-99.0579,0.7686176470588235,open,0.295,,,0.001,"{""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.0579336 19.62084838),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Genemedic,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,MZ 030,,"Manzana 030, Mathzi 2",Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6288,-99.0662,0.7692176470588235,open,0.3,,,0.001,"{""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true}",0.3,2025-11-18,POINT (-99.06617242 19.62878249),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia De Genericos,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Cda. Gabriel Hernández MZ 048,,Guadalupe Victoria,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6208,-99.0659,0.7695470588235294,open,0.299,,,0.001,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.06590026 19.62076791),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Almor,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525655032268.0,Calle Venustiano Carranza 6,,"Manzana 005, Guadalupe Victoria",Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6214,-99.0652,0.7246117647058823,open,0.311,2024-08-29,,0.006,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0194,""2024-12"":0.0194,""2025-01"":0.0194,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,09:00,20:00,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.819,2025-11-18,POINT (-99.0651527 19.62137489),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Juquilita,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525514785769.0,Calle Venustiano Carranza 25,,Guadalupe Victoria,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6221,-99.0637,0.7693294117647058,open,0.301,,,0.003,"{""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.575,2025-11-18,POINT (-99.063728 19.62214786),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacias Bera Kah,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525531640853.0,"Calle Venustiano Carranza, casi esquina con Calle José Ma. Morelos MZ 001",,Guadalupe Victoria,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6232,-99.063,0.7695176470588234,open,0.299,,,0.001,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0}",,,,,,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.683,2025-11-18,POINT (-99.06301495 19.6231688),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia The Faith,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525528909916.0,José Ma. Morelos MZ 054,,Guadalupe Victoria,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.6228,-99.0626,0.7743843621862555,open,0.304,2020-08-18,,0.016,"{""2022-06"":0.0,""2022-07"":0.0,""2022-08"":0.0,""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0,""2023-05"":0.0,""2023-06"":0.0,""2023-07"":0.0,""2023-08"":0.0,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",0.64,"{""2021-08"":0.64,""2021-09"":0.64,""2021-10"":0.64,""2021-11"":0.64,""2021-12"":0.64,""2022-01"":0.64,""2022-02"":0.64,""2022-03"":0.64,""2022-04"":0.64,""2022-05"":0.64,""2022-06"":0.64,""2022-07"":0.64,""2022-08"":0.64,""2022-09"":0.64,""2022-10"":0.64,""2022-11"":0.64,""2022-12"":0.64,""2023-01"":0.64,""2023-02"":0.64,""2023-03"":0.64,""2023-04"":0.64,""2023-05"":0.64,""2023-06"":0.64,""2023-07"":0.64,""2023-08"":0.64,""2023-09"":0.64,""2023-10"":0.64,""2023-11"":0.64,""2023-12"":0.64,""2024-01"":0.64,""2024-02"":0.64,""2024-03"":0.64,""2024-04"":0.64,""2024-05"":0.64,""2024-06"":0.64,""2024-07"":0.64,""2024-08"":0.64,""2024-09"":0.64,""2024-10"":0.64,""2024-11"":0.64,""2024-12"":0.64,""2025-01"":0.64,""2025-02"":0.64,""2025-03"":0.64,""2025-04"":0.64,""2025-05"":0.64,""2025-06"":0.64,""2025-07"":0.64}",1.0,4.0,,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,11:00,15:00,11:00,15:00,"{""feature_quick_visit"":true}",0.723,2025-11-18,POINT (-99.06260234 19.62282133),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Genemedic,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,José Ma. Morelos MZ 054,,Guadalupe Victoria,Ecatepec de Morelos,Estado de México,55010,mx,Mexico,19.623,-99.0615,0.7657999999999999,open,0.301,,,0.01,"{""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.538,2025-11-18,POINT (-99.06148058 19.62295439),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Rym,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Av. Fresno 137-local 1,,Ejidos de San Cristobal,Ecatepec de Morelos,Estado de México,55024,mx,Mexico,19.6196,-99.0498,0.7657999999999999,open,0.299,,,0.001,"{""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.04978499 19.61962475),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia VIDA,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,525523536093.0,Chabacanos 15,,San Cristóbal,Ecatepec de Morelos,Estado de México,55024,mx,Mexico,19.6181,-99.0487,0.7449064977325464,open,0.825,2025-03-30,,0.03,"{""2025-04"":0.25,""2025-05"":0.1401,""2025-06"":0.042,""2025-07"":0.0}",1.0,"{""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",4.0,5.0,,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,"{""feature_quick_visit"":true}",0.938,2025-11-18,POINT (-99.04873697 19.61807218),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Alegría,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Ciprés 1520,,Paseos de Ecatepec,Ecatepec de Morelos,Estado de México,55025,mx,Mexico,19.6215,-99.0541,0.7657999999999999,open,0.299,,,0.001,"{""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0}",,,,,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.3,2025-11-18,POINT (-99.05410713 19.62154617),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Luna,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Av de los Chopos 65,,Colonia Del Carmen,Ecatepec de Morelos,Estado de México,55024,mx,Mexico,19.6191,-99.0531,0.7707961268921378,open,0.301,2024-02-26,,0.003,"{""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.0,""2025-05"":0.0,""2025-06"":0.0,""2025-07"":0.0}",1.0,"{""2024-02"":1.0,""2024-03"":1.0,""2024-04"":1.0,""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",1.0,5.0,,,,,,,,,,,,,,,,"{""feature_quick_visit"":true,""service_delivery"":true,""service_same_day_delivery"":true}",0.422,2025-11-18,POINT (-99.05309568 19.61908482),,independent,"No chain tag, no chain-like name pattern"
15,33,Ecatepec de Morelos,Farmacia Rodel,healthcare,pharmacy_supplies,,pharmacy,456110.0,,,,,Recursos Hidraulicos 2,,Paseos de Ecatepec,Ecatepec de Morelos,Estado de México,55024,mx,Mexico,19.6197,-99.0455,0.7794642694664463,open,0.303,2022-04-06,,0.01,"{""2022-06"":0.0,""2022-07"":0.0,""2022-08"":0.0,""2022-09"":0.0,""2022-10"":0.0,""2022-11"":0.0,""2022-12"":0.0,""2023-01"":0.0,""2023-02"":0.0,""2023-03"":0.0,""2023-04"":0.0012,""2023-05"":0.0111,""2023-06"":0.0194,""2023-07"":0.0111,""2023-08"":0.0012,""2023-09"":0.0,""2023-10"":0.0,""2023-11"":0.0,""2023-12"":0.0,""2024-01"":0.0,""2024-02"":0.0,""2024-03"":0.0,""2024-04"":0.0,""2024-05"":0.0,""2024-06"":0.0,""2024-07"":0.0,""2024-08"":0.0,""2024-09"":0.0,""2024-10"":0.0,""2024-11"":0.0,""2024-12"":0.0,""2025-01"":0.0,""2025-02"":0.0,""2025-03"":0.0,""2025-04"":0.005,""2025-05"":0.005,""2025-06"":0.005,""2025-07"":0.0}",1.0,"{""2021-09"":1.0,""2021-10"":1.0,""2021-11"":1.0,""2021-12"":1.0,""2022-01"":1.0,""2022-02"":1.0,""2022-03"":1.0,""2022-04"":1.0,""2022-05"":1.0,""2022-06"":1.0,""2022-07"":1.0,""2022-08"":1.0,""2022-09"":1.0,""2022-10"":1.0,""2022-11"":1.0,""2022-12"":1.0,""2023-01"":1.0,""2023-02"":1.0,""2023-03"":1.0,""2023-04"":1.0,""2023-05"":1.0,""2023-06"":1.0,""2023-07"":1.0,""2023-08"":1.0,""2023-09"":1.0,""2023-10"":1.0,""2023-11"":1.0,""2023-12"":1.0,""2024-01"":1.0,""2024-02"":1.0,""2024-03"":1.0,""2024-04"":1.0,""2024-05"":1.0,""2024-06"":1.0,""2024-07"":1.0,""2024-08"":1.0,""2024-09"":1.0,""2024-10"":1.0,""2024-11"":1.0,""2024-12"":1.0,""2025-01"":1.0,""2025-02"":1.0,""2025-03"":1.0,""2025-04"":1.0,""2025-05"":1.0,""2025-06"":1.0,""2025-07"":1.0}",2.0,5.0,,10:00,20:30,10:00,20:30,10:00,20:30,10:00,20:30,10:00,20:30,10:00,20:30,11:00,19:00,"{""feature_quick_visit"":true,""payment_type_debit_card"":true,""payment_type_credit_card"":true,""feature_drive_through"":true,""service_curbside_pickup"":true,""service_same_day_delivery"":true,""service_in_store_shopping"":true}",0.894,2025-11-18,POINT (-99.04546837 19.6196649),,independent,"No chain tag, no chain-like name pattern"
